,homepage_url,funding_total_usd,country_code,region,funding_rounds,founded_at,founded_quarter,first_funding_at,last_funding_at,label,industry
29265,1,3000000.0,USA,Los Angeles,2,2009-04-01,2,2010-01-01,2012-01-04,4,Software
29267,1,6150000.0,USA,New York City,2,2010-01-01,1,2011-10-27,2012-09-14,5,Software
29268,1,2249999.0,USA,SF Bay Area,2,2012-01-01,1,2012-03-30,2014-04-02,4,Software
29271,1,12000000.0,USA,Austin,1,2012-01-01,1,2014-06-18,2014-06-18,5,Security
29272,1,20750000.0,USA,SF Bay Area,2,2008-01-01,1,2010-06-23,2010-08-23,5,Enterprise Software
29273,1,10000.0,USA,Denver,1,2013-01-01,1,2013-05-01,2013-05-01,1,Enterprise Software
29274,1,142500.0,USA,Austin,1,2011-01-01,1,2011-12-07,2011-12-07,2,Biotechnology
29275,1,2000000.0,USA,SF Bay Area,1,2006-01-01,1,2007-01-01,2007-01-01,4,Software
29276,1,29000000.0,USA,Boston,3,2009-01-01,1,2010-04-29,2011-06-28,5,Biotechnology
29277,1,10000.0,USA,Denver,1,2013-05-01,2,2013-05-03,2013-05-03,1,SaaS
29279,1,761787.0,USA,SF Bay Area,1,2011-01-01,1,2013-08-02,2013-08-02,3,Software
29282,1,22300000.0,GBR,GBR  Other,2,2002-01-01,1,2007-01-10,2008-10-13,5,Enterprise Software
29283,1,5000000.0,USA,Chicago,1,2013-09-01,3,2014-06-06,2014-06-06,5,Unknown
29284,0,300000.0,USA,Cincinnati,1,2004-01-01,1,2006-09-26,2006-09-26,2,Unknown
29288,1,6500000.0,USA,Cleveland,2,2000-01-01,1,2008-05-05,2011-04-25,5,Enterprise Software
29290,1,15000002.0,USA,SF Bay Area,1,2004-01-01,1,2009-07-23,2009-07-23,5,Software
29293,1,2402000.0,USA,Duluth,3,2012-01-01,1,2013-07-01,2014-11-04,4,0_other_cat
29294,1,2800000.0,USA,Minneapolis,1,2010-01-01,1,2013-11-11,2013-11-11,4,Analytics
29298,1,49256256.0,USA,SF Bay Area,6,2003-03-20,1,2006-05-17,2014-10-15,5,Mobile
29299,1,250000.0,FIN,Helsinki,1,2013-09-04,3,2013-11-13,2013-11-13,2,Mobile
29300,1,750000.0,USA,SF Bay Area,4,2007-05-01,2,2011-01-17,2012-12-12,3,Curated Web
29301,1,12000000.0,USA,Boston,2,2007-01-01,1,2009-10-16,2013-03-11,5,Software
29304,1,2000000.0,USA,SF Bay Area,1,2013-01-01,1,2014-08-18,2014-08-18,4,Biotechnology
29305,1,1122893.0,USA,Seattle,4,2007-01-01,1,2009-08-24,2010-11-18,3,Software
29307,1,28427670.0,USA,Newark,6,2005-01-01,1,2006-05-24,2011-02-01,5,0_other_cat
29308,1,72000.0,USA,Minneapolis,1,2011-03-01,1,2011-11-01,2011-11-01,1,Social Media
29315,1,1750000.0,USA,Wichita,1,2009-01-01,1,2013-10-09,2013-10-09,4,0_other_cat
29317,1,21600000.0,USA,SF Bay Area,3,2005-01-01,1,2012-04-03,2014-11-04,5,Software
29320,1,130000.0,USA,AL  Other,1,2014-07-01,3,2013-03-01,2013-03-01,2,Mobile
29322,1,2005950.0,USA,San Diego,1,2005-01-01,1,2007-04-08,2007-04-08,4,Software
29323,1,7650000.0,USA,SF Bay Area,2,2012-07-01,3,2013-04-16,2014-03-18,5,Software
29328,0,4205538.0,USA,SF Bay Area,3,2008-01-01,1,2011-09-15,2014-08-14,5,Biotechnology
29329,1,21000000.0,IND,New Delhi,1,2004-12-14,4,2012-02-09,2012-02-09,1,Software
29330,1,200000.0,GBR,London,2,2012-12-01,4,2014-02-01,2014-05-12,2,Clean Technology
29331,1,5615000.0,USA,Los Angeles,2,2012-01-01,1,2012-01-01,2014-05-29,5,Games
29332,1,10000000.0,USA,Newark,1,2007-01-02,1,2010-07-01,2010-07-01,5,0_other_cat
29334,0,18000000.0,GBR,London,2,2003-01-01,1,2005-12-06,2006-07-10,5,Software
29336,1,900000.0,SWE,Stockholm,2,2010-01-01,1,2011-04-29,2012-05-29,3,Software
29337,1,430000.0,USA,Washington DC,1,2000-01-01,1,2010-01-13,2010-01-13,2,Enterprise Software
29341,1,44404040.0,USA,Portland Oregon,4,2000-01-01,1,2007-09-10,2013-01-02,5,0_other_cat
29345,1,12000000.0,USA,SF Bay Area,2,2003-01-01,1,2008-05-01,2010-11-21,5,Clean Technology
29348,1,50000.0,USA,New York City,1,2013-04-01,2,2014-01-29,2014-01-29,1,ECommerce
29353,1,4900.0,USA,CA  Other,1,2014-08-19,3,2014-08-19,2014-08-19,1,0_other_cat
29354,1,1100000.0,USA,Columbus Ohio,1,2011-01-01,1,2013-11-15,2013-11-15,3,Software
29356,1,10606760.0,GBR,London,1,2007-01-01,1,2014-03-18,2014-03-18,5,Travel
29358,1,13923766.0,CHN,Shanghai,2,2003-01-01,1,2007-10-23,2010-10-01,5,Finance
29360,1,11500000.0,IND,Mumbai,1,2001-01-01,1,2013-03-08,2013-03-08,5,ECommerce
29362,1,123000.0,USA,SF Bay Area,1,2007-01-01,1,2008-10-21,2008-10-21,2,Mobile
29363,1,6000000.0,USA,Phoenix,1,2006-01-01,1,2014-03-10,2014-03-10,5,Networking
29364,1,370000.0,USA,Omaha,3,2012-01-01,1,2013-01-01,2014-01-01,2,Software
29368,1,335000.0,USA,Washington DC,2,2010-01-01,1,2010-12-14,2013-01-01,2,Biotechnology
29369,1,2000000.0,USA,Boston,1,2002-01-01,1,2009-12-18,2009-12-18,4,Hardware  Software
29371,1,398914.0,USA,Orange County California,1,2009-01-01,1,2012-10-29,2012-10-29,2,Health Care
29373,1,1649028.0,JPN,Tokyo,3,2009-04-01,2,2009-10-09,2010-10-15,3,Mobile
29374,1,310000.0,USA,Nashville,1,2009-01-01,1,2010-05-12,2010-05-12,2,Hardware  Software
29375,1,27039999.0,USA,SF Bay Area,5,2003-01-01,1,2006-08-17,2011-08-08,5,Biotechnology
29378,1,130743.0,NLD,Amsterdam,1,2013-03-01,1,2013-03-01,2013-03-01,2,Software
29379,1,2000000.0,USA,SF Bay Area,1,2011-03-01,1,2011-07-26,2011-07-26,3,Analytics
29380,1,800000.0,CAN,Vancouver,1,2011-01-01,1,2012-11-07,2012-11-07,3,Software
29381,1,2650000.0,USA,New York City,3,2010-04-20,2,2011-04-01,2013-06-05,4,Software
29382,1,30000.0,USA,Phoenix,1,2011-05-17,2,2011-06-01,2011-06-01,1,0_other_cat
29383,1,1500000.0,USA,SF Bay Area,2,2013-02-04,1,2013-02-04,2014-05-31,4,Analytics
29391,1,250000.0,IND,New Delhi,1,2011-01-01,1,2011-03-01,2011-03-01,2,Curated Web
29392,1,50000.0,USA,Lexington,1,2010-10-01,4,2013-12-03,2013-12-03,1,Software
29394,1,10000.0,HUN,Budapest,1,2010-10-03,4,2010-10-01,2010-10-01,1,Social Network Media
29395,1,1400000.0,USA,SF Bay Area,1,2005-01-01,1,2007-07-11,2007-07-11,4,Software
29397,1,250000.0,USA,Houston,1,2009-11-23,4,2011-09-01,2011-09-01,2,Mobile
29398,1,163000.0,CAN,Montreal,1,2007-01-01,1,2010-08-31,2010-08-31,2,Software
29399,1,35500000.0,USA,SF Bay Area,3,2011-11-01,4,2013-02-12,2014-02-26,5,Security
29402,1,200000.0,USA,SF Bay Area,1,2013-01-01,1,2013-03-01,2013-03-01,2,Mobile
29403,1,35000.0,ARG,Buenos Aires,2,2013-09-01,3,2013-08-01,2013-11-02,1,Unknown
29404,0,310000.0,USA,New Orleans,1,2013-08-09,3,2014-07-22,2014-07-22,2,Games
29405,1,150000.0,USA,Cincinnati,1,2011-01-01,1,2013-10-29,2013-10-29,2,0_other_cat
29406,1,5000000.0,ISR,ISR  Other,1,2009-05-19,2,2008-12-14,2008-12-14,4,Software
29409,1,334171.0,USA,SF Bay Area,2,2012-09-10,3,2012-08-27,2013-12-02,2,Mobile
29411,1,11298100.0,USA,Austin,3,2004-09-20,3,2005-08-01,2010-10-29,5,Enterprise Software
29415,1,383238.0,ITA,Milan,1,2008-07-01,3,2011-03-21,2011-03-21,2,Advertising
29416,1,13000000.0,USA,New York City,2,2012-09-01,3,2013-02-11,2013-10-16,5,Software
29417,1,25000.0,USA,SF Bay Area,2,2012-06-01,2,2012-02-01,2012-12-19,1,Hardware  Software
29420,1,21000000.0,USA,SF Bay Area,3,2004-01-01,1,2005-06-01,2013-09-24,5,Finance
29421,1,93677.0,KOR,Daegu,1,2014-02-14,1,2014-02-13,2014-02-13,1,Unknown
29422,1,25000.0,USA,Dallas,1,2010-11-01,4,2012-04-02,2012-04-02,1,Health and Wellness
29423,1,52000000.0,USA,New York City,2,2010-11-03,4,2012-11-30,2013-10-31,5,ECommerce
29424,1,661500.0,IRL,Cork,1,2007-01-01,1,2012-02-22,2012-02-22,3,Software
29425,1,1660243.0,ESP,Madrid,3,2011-12-01,4,2011-12-01,2013-04-01,4,ECommerce
29427,1,6258682.0,USA,Las Vegas,1,2003-01-01,1,2009-09-10,2009-09-10,5,Biotechnology
29429,1,9776044.0,CAN,Toronto,1,2003-01-01,1,2013-05-24,2013-05-24,5,Biotechnology
29432,1,2900000.0,SGP,Singapore,1,2011-01-01,1,2013-03-19,2013-03-19,3,Games
29434,1,1264400.0,ITA,ITA  Other,1,2007-12-01,4,2009-03-01,2009-03-01,3,Search
29437,1,501000.0,USA,Los Angeles,1,2009-01-01,1,2010-02-16,2010-02-16,3,0_other_cat
29440,1,12209261.0,USA,New York City,6,2007-09-01,3,2011-06-01,2014-07-22,5,Apps
29441,1,1626000.0,FRA,Labège,3,2007-04-16,2,2008-06-17,2010-06-10,4,Software
29442,1,400000.0,THA,THA  Other,1,2013-01-01,1,2013-09-25,2013-09-25,2,Social Network Media
29444,1,426960.0,USA,SF Bay Area,1,2008-08-01,3,2007-10-01,2007-10-01,2,Curated Web
29445,1,500000.0,IND,Thane,1,2010-01-15,1,2011-07-01,2011-07-01,3,Software
29446,0,600000.0,USA,New York City,1,2013-01-01,1,2013-10-07,2013-10-07,3,0_other_cat
29447,1,29100000.0,USA,SF Bay Area,3,2004-01-01,1,2009-09-02,2012-12-19,5,Software
29448,1,20932000.0,USA,SF Bay Area,2,2010-10-01,4,2010-06-02,2014-04-17,5,Biotechnology
29452,1,25000.0,SWE,Stockholm,1,2012-03-06,1,2012-12-28,2012-12-28,1,0_other_cat
29454,1,1500000.0,SWE,Umea,2,2007-01-01,1,2009-01-01,2010-11-08,4,Enterprise Software
29456,1,1300000.0,FIN,Helsinki,1,2009-09-01,3,2012-12-01,2012-12-01,4,Hardware  Software
29457,1,54000000.0,USA,SF Bay Area,3,2007-01-01,1,2007-10-02,2010-01-05,1,Clean Technology
29459,1,2000000.0,USA,SF Bay Area,3,2012-01-01,1,2012-10-31,2013-08-21,4,Education
29461,1,1332500.0,USA,Los Angeles,4,2007-01-01,1,2009-04-22,2011-11-03,4,0_other_cat
29464,1,25156708.0,USA,Boston,5,2003-01-01,1,2009-04-29,2011-11-21,5,Biotechnology
29465,1,13550000.0,USA,SF Bay Area,3,2010-04-10,2,2011-09-01,2013-12-12,5,Security
29468,1,18990800.0,EST,Tallinn,2,2000-01-01,1,2010-07-20,2013-05-31,5,Software
29475,1,4462462.0,USA,Manchester New Hampshire,2,2007-01-01,1,2009-07-24,2010-02-18,5,0_other_cat
29481,1,311500.0,USA,Boston,2,2008-01-01,1,2011-08-16,2013-06-25,2,Biotechnology
29486,1,10991490.0,USA,Portland Maine,1,2000-01-01,1,2013-12-02,2013-12-02,5,Mobile
29490,1,1500000.0,USA,Hartford,1,2007-01-01,1,2013-03-14,2013-03-14,4,Enterprise Software
29494,1,29500000.0,USA,SF Bay Area,2,2001-01-01,1,2007-11-14,2007-11-15,5,Software
29500,1,2242250.0,USA,Seattle,2,2007-01-01,1,2014-03-26,2014-07-11,4,Biotechnology
29501,1,750000.0,AUS,Perth,1,2011-02-11,1,2012-12-09,2012-12-09,3,Mobile
29502,1,400000.0,DNK,Copenhagen,1,2006-04-29,2,2007-11-01,2007-11-01,2,Software
29503,1,1119342.0,FRA,FRA  Other,1,2009-01-01,1,2013-11-07,2013-11-07,3,Biotechnology
29505,1,2250000.0,IRL,Dublin,2,2013-02-01,1,2014-04-01,2014-08-01,4,0_other_cat
29506,1,8300000.0,FIN,Helsinki,2,2011-01-01,1,2013-04-17,2014-07-15,5,ECommerce
29509,1,52103.0,NZL,Auckland,2,2012-01-01,1,2013-01-24,2014-07-06,1,Internet
29512,1,395000.0,USA,Alexandria,1,2012-01-01,1,2014-11-18,2014-11-18,2,Security
29516,1,600000.0,USA,Tucson,1,2011-07-01,3,2014-10-21,2014-10-21,3,Social Network Media
29517,1,260000.0,ESP,Barcelona,1,2013-02-01,1,2013-07-01,2013-07-01,2,Social Network Media
29523,1,250000.0,CAN,Toronto,2,2010-09-10,3,2011-03-25,2011-03-25,3,Curated Web
29526,1,300000.0,USA,New York City,1,2011-08-03,3,2012-12-15,2012-12-15,2,Search
29528,1,200000.0,USA,SF Bay Area,2,2008-06-01,2,2008-06-01,2009-11-20,2,0_other_cat
29531,1,74500.0,USA,New York City,1,2011-06-01,2,2012-01-01,2012-01-01,1,0_other_cat
29532,1,480000.0,USA,Denver,1,2013-01-01,1,2014-08-01,2014-08-01,2,0_other_cat
29535,1,30000.0,USA,Ontario  Inland Empire,1,2014-07-29,3,2014-07-29,2014-07-29,1,Software
29536,1,26900000.0,GBR,London,2,2006-04-04,2,2010-08-02,2012-05-21,5,ECommerce
29539,1,1000000.0,CHN,Beijing,1,2008-02-01,1,2008-01-24,2008-01-24,3,0_other_cat
29540,1,75000.0,USA,Kansas City,1,2013-04-17,2,2014-01-16,2014-01-16,1,0_other_cat
29542,1,605000.0,GBR,London,2,2012-09-08,3,2012-09-01,2014-10-20,3,Education
29543,1,940262.0,KOR,Seoul,1,2008-10-01,4,2014-01-21,2014-01-21,3,Unknown
29544,1,2100000.0,USA,SF Bay Area,1,2012-01-01,1,2014-09-01,2014-09-01,4,Social Media
29546,1,330000.0,USA,Portland Oregon,1,2012-01-01,1,2014-02-03,2014-02-03,2,SaaS
29547,1,250000.0,USA,SF Bay Area,1,2012-01-01,1,2012-06-12,2012-06-12,2,Mobile
29552,1,54000000.0,IND,Bangalore,1,2009-01-01,1,2012-08-13,2012-08-13,5,Health Care
29554,1,22089581.0,GBR,Welwyn Garden City,2,2003-01-01,1,2007-07-23,2009-07-07,5,Biotechnology
29555,1,34588274.0,USA,Fargo,2,2005-01-01,1,2013-02-20,2013-10-03,5,Biotechnology
29556,0,1095000.0,USA,KS  Other,1,2012-01-01,1,2014-07-11,2014-07-11,3,Biotechnology
29558,1,12000000.0,USA,SF Bay Area,1,2004-01-01,1,2007-08-20,2007-08-20,1,Software
29560,0,1000999.0,USA,San Diego,1,2000-01-01,1,2010-07-16,2010-07-16,3,Biotechnology
29562,1,6500000.0,USA,Boston,1,2012-01-01,1,2013-03-11,2013-03-11,5,Unknown
29563,1,18142280.0,DEU,Frankfurt,1,2004-01-01,1,2013-04-13,2013-04-13,5,Biotechnology
29568,1,425000.0,USA,Boston,1,2010-01-01,1,2012-03-23,2012-03-23,2,Unknown
29569,1,19499950.0,FRA,Paris,2,2007-09-14,3,2012-03-27,2014-05-15,5,Enterprise Software
29574,1,13412177.0,USA,SF Bay Area,2,2006-01-01,1,2008-01-01,2014-06-18,5,Hardware  Software
29577,1,2000000.0,FRA,Paris,1,2007-01-01,1,2010-06-16,2010-06-16,4,Software
29586,1,14000000.0,USA,SF Bay Area,1,2005-01-01,1,2013-02-06,2013-02-06,5,0_other_cat
29587,1,3770000.0,USA,Hartford,5,2010-01-01,1,2010-11-10,2014-05-15,4,Health Care
29591,1,48318.0,CAN,Halifax,1,2010-01-01,1,2013-06-12,2013-06-12,1,Analytics
29594,1,510751.0,CAN,Montreal,2,2002-01-01,1,2011-03-30,2011-05-10,3,Hardware  Software
29595,1,2267282.0,USA,Seattle,3,2010-05-04,2,2010-06-24,2012-02-09,4,Software
29599,1,253103.0,USA,San Diego,1,2005-01-01,1,2009-10-23,2009-10-23,2,Biotechnology
29600,1,1430000.0,USA,Cleveland,1,2003-01-01,1,2013-09-11,2013-09-11,4,Biotechnology
29601,1,80000.0,PER,PER  Other,2,2011-04-20,2,2011-06-01,2011-06-20,1,ECommerce
29603,1,25000.0,USA,SF Bay Area,1,2012-07-09,3,2014-04-01,2014-04-01,1,ECommerce
29607,1,25000.0,USA,SF Bay Area,1,2013-07-20,3,2013-07-20,2013-07-20,1,0_other_cat
29608,1,465000.0,USA,TN  Other,1,2013-11-11,4,2014-10-08,2014-10-08,2,Security
29609,1,3780000.0,USA,Indianapolis,3,2006-01-01,1,2009-05-20,2011-06-02,4,Health and Wellness
29615,1,6000000.0,USA,Denver,1,2009-01-01,1,2012-02-13,2012-02-13,5,Clean Technology
29618,1,30495233.0,USA,Philadelphia,3,2009-01-01,1,2011-07-26,2014-02-11,5,Biotechnology
29619,0,2000000.0,USA,New York City,1,2010-01-01,1,2011-01-01,2011-01-01,4,Biotechnology
29620,1,4745000.0,USA,Kansas City,5,2009-01-01,1,2009-11-17,2013-10-21,5,Biotechnology
29624,1,961000.0,USA,Raleigh,1,2013-01-01,1,2013-08-30,2013-08-30,3,Biotechnology
29626,1,4800000.0,USA,SF Bay Area,2,2013-01-01,1,2013-01-01,2014-06-02,5,Social Network Media
29628,1,71683.0,FIN,Helsinki,1,2011-01-01,1,2010-01-01,2010-01-01,1,Health and Wellness
29629,1,5500000.0,USA,Boston,3,2009-01-01,1,2011-03-01,2012-01-06,5,Clean Technology
29630,1,46400000.0,USA,Boston,5,2004-01-01,1,2007-11-07,2013-12-10,5,Clean Technology
29633,1,12914400.0,BEL,BEL  Other,3,2008-01-01,1,2011-02-03,2013-10-08,5,Clean Technology
29637,1,49342.0,CAN,Montreal,1,2013-04-10,2,2013-04-15,2013-04-15,1,SaaS
29640,1,14080310.0,USA,Pittsburgh,6,2010-01-01,1,2010-10-22,2014-05-20,5,Mobile
29642,1,64000.0,USA,Houston,1,2003-01-10,1,2009-02-10,2009-02-10,1,SaaS
29645,1,12000000.0,CAN,Vancouver,3,2005-01-01,1,2005-01-01,2007-07-01,5,0_other_cat
29646,1,12500000.0,USA,Chicago,2,2008-01-01,1,2014-08-20,2014-12-02,5,Apps
29647,1,1360000.0,USA,Chicago,2,2010-01-01,1,2010-11-15,2012-10-04,4,Advertising
29648,1,500000.0,CHN,Shenzhen,1,2008-08-08,3,2010-03-08,2010-03-08,3,ECommerce
29649,1,9600000.0,USA,New York City,2,2012-09-01,3,2013-05-01,2013-05-08,5,Mobile
29650,1,6446217.0,USA,Baltimore,4,2004-01-01,1,2010-10-22,2013-09-03,5,0_other_cat
29652,1,2800000.0,USA,Santa Barbara,3,2006-01-01,1,2006-06-01,2008-03-01,3,0_other_cat
29655,1,5000000.0,USA,New York City,1,2010-01-01,1,2011-05-06,2011-05-06,5,Analytics
29657,1,17215.0,KOR,Seoul,1,2010-03-01,1,2010-01-01,2010-01-01,1,Mobile
29660,1,1700000.0,USA,Los Angeles,1,2010-02-01,1,2011-12-01,2011-12-01,1,Networking
29661,1,9700000.0,GBR,Tewkesbury,1,2003-11-01,4,2008-05-16,2008-05-16,5,Clean Technology
29663,1,2947189.0,USA,Washington DC,2,2011-01-01,1,2013-07-11,2013-10-25,3,0_other_cat
29664,1,10000000.0,USA,Dallas,6,2005-10-04,4,2007-12-01,2013-07-09,5,Apps
29666,1,8500000.0,USA,SF Bay Area,2,2009-01-01,1,2012-02-21,2013-02-26,4,Enterprise Software
29668,1,850000.0,USA,Las Vegas,3,2011-01-01,1,2011-10-05,2013-06-14,3,0_other_cat
29670,0,10000000.0,USA,New York City,1,2010-01-01,1,2011-02-17,2011-02-17,5,Unknown
29676,1,800000.0,USA,Los Angeles,1,2009-01-01,1,2009-01-01,2009-01-01,3,Games
29679,1,33447248.0,USA,Phoenix,2,2006-01-01,1,2009-12-08,2012-04-27,5,0_other_cat
29680,1,1000000.0,USA,Boston,1,2001-01-01,1,2008-03-26,2008-03-26,3,Analytics
29683,1,570000.0,USA,Fargo,1,2006-01-20,1,2008-07-08,2008-07-08,3,SaaS
29684,1,34000000.0,ESP,Barcelona,1,2000-01-01,1,2008-06-01,2008-06-01,5,Enterprise Software
29690,1,1162500.0,USA,Ontario  Inland Empire,2,2010-01-01,1,2011-07-27,2012-02-09,3,0_other_cat
29692,1,500000.0,USA,Orange County California,1,2011-01-01,1,2012-03-22,2012-03-22,3,Security
29696,1,13000000.0,SGP,Singapore,1,2010-11-24,4,2011-10-12,2011-10-12,5,Games
29699,1,1742701.0,ESP,Barcelona,4,2011-11-01,4,2011-11-01,2013-11-28,4,Enterprise Software
29702,1,4181464.0,USA,Washington DC,1,2011-01-01,1,2012-11-08,2012-11-08,5,Enterprise Software
29703,1,37000.0,ARG,Buenos Aires,1,2012-01-01,1,2013-11-01,2013-11-01,1,Cloud Computing
29704,1,500000.0,MEX,Mexico City,2,2014-01-01,1,2014-01-01,2014-04-01,3,0_other_cat
29707,1,27650420.0,USA,Bangor,9,2005-01-01,1,2009-06-10,2013-02-20,5,Biotechnology
29708,1,3300000.0,USA,SF Bay Area,2,2006-01-01,1,2007-04-01,2008-02-01,3,Analytics
29709,1,3500000.0,USA,Chicago,1,2009-01-01,1,2014-10-21,2014-10-21,4,Mobile
29710,1,2000000.0,SWE,Stockholm,1,2011-03-01,1,2013-12-01,2013-12-01,4,Music
29711,1,140000.0,USA,Chattanooga,1,2011-05-01,2,2012-06-04,2012-06-04,2,Health and Wellness
29712,1,679996.0,USA,Seattle,3,2009-11-09,4,2011-04-07,2012-10-05,3,Health and Wellness
29719,1,70000.0,MEX,Mexico City,2,2011-06-10,2,2011-10-15,2013-03-25,1,Games
29720,1,1876620.0,USA,SF Bay Area,2,2005-01-01,1,2009-12-03,2011-10-25,4,Hardware  Software
29721,1,11179995.0,USA,SF Bay Area,3,2000-01-01,1,2010-03-31,2014-09-26,5,Biotechnology
29723,1,600000.0,USA,Cincinnati,1,2011-01-01,1,2013-03-01,2013-03-01,1,0_other_cat
29724,1,120000.0,FRA,FrancheComte,1,2012-10-10,4,2012-10-10,2012-10-10,2,Software
29725,1,187500.0,USA,Houston,2,2010-05-01,2,2013-10-15,2013-12-31,2,SaaS
29726,1,30860.0,USA,Knoxville,1,2011-01-01,1,2011-03-24,2011-03-24,1,Software
29727,1,1600000.0,USA,Seattle,1,2013-01-01,1,2013-09-17,2013-09-17,4,Software
29728,1,2000000.0,GBR,London,1,2011-11-15,4,2014-03-24,2014-03-24,4,Curated Web
29732,1,5959315.0,USA,SF Bay Area,2,2008-01-01,1,2010-07-14,2012-05-17,5,Games
29734,1,300000.0,USA,CA  Other,1,2013-01-01,1,2013-07-06,2013-07-06,2,Health and Wellness
29736,1,8207000.0,CAN,Toronto,3,2002-01-01,1,2009-01-27,2014-10-08,5,Software
29737,1,1750000.0,USA,San Diego,1,2011-06-01,2,2013-06-01,2013-06-01,4,Education
29739,1,27272300.0,DEU,Regensburg,4,2004-01-01,1,2006-10-10,2012-02-13,5,Analytics
29741,1,8340000.0,NOR,Oslo,2,2008-01-01,1,2009-09-02,2012-07-23,5,0_other_cat
29742,1,2899199.0,USA,Chicago,2,2012-01-01,1,2013-06-12,2013-07-01,4,0_other_cat
29743,0,83500.0,USA,New York City,1,2014-03-01,1,2014-05-15,2014-05-15,1,0_other_cat
29745,1,2032842.0,DEU,Berlin,2,2013-02-01,1,2013-05-01,2014-06-19,4,Hardware  Software
29746,1,775000.0,USA,New York City,2,2010-04-01,2,2011-06-06,2012-01-05,3,Big Data
29747,1,38000000.0,DEU,Berlin,1,2009-06-01,2,2013-06-27,2013-06-27,5,Enterprise Software
29748,1,97125.0,BGR,BGR  Other,3,2010-01-01,1,2013-03-19,2013-09-01,1,Software
29750,1,11500000.0,CHE,Zurich,2,2012-09-21,3,2013-05-15,2013-09-10,5,Apps
29754,1,3500000.0,USA,SF Bay Area,1,2008-01-01,1,2013-06-26,2013-06-26,4,Biotechnology
29755,1,13740487.0,USA,SF Bay Area,2,2007-03-18,1,2009-03-01,2014-06-06,5,Biotechnology
29757,1,23000000.0,USA,SF Bay Area,2,2012-01-01,1,2013-10-02,2014-09-24,5,Analytics
29758,1,700000.0,USA,Austin,1,2013-01-01,1,2014-10-01,2014-10-01,3,Social Media
29761,1,40000.0,USA,Boston,2,2010-01-01,1,2010-08-11,2011-01-28,1,Mobile
29762,1,50000.0,USA,Seattle,1,2012-01-01,1,2013-05-06,2013-05-06,1,Advertising
29764,1,26200000.0,USA,Boston,4,2010-01-01,1,2010-11-14,2014-06-26,5,Enterprise Software
29768,1,3060000.0,USA,Los Angeles,1,2011-08-01,3,2012-10-01,2012-10-01,4,ECommerce
29773,1,725000.0,USA,Baton Rouge,2,2004-01-01,1,2013-06-12,2014-03-05,3,Biotechnology
29774,1,5000000.0,USA,SF Bay Area,1,2011-01-01,1,2013-04-10,2013-04-10,5,Software
29775,1,2000000.0,USA,Seattle,1,2013-01-01,1,2013-12-04,2013-12-04,4,Software
29776,1,25000.0,USA,SF Bay Area,1,2012-07-01,3,2013-01-14,2013-01-14,1,Mobile
29778,1,3257600.0,USA,SF Bay Area,1,2010-01-01,1,2011-03-31,2011-03-31,4,Fashion
29780,1,28200000.0,USA,SF Bay Area,2,2009-01-01,1,2012-05-17,2014-05-22,5,Biotechnology
29781,1,738384.0,USA,Las Vegas,2,2012-01-01,1,2012-07-11,2013-06-19,3,Biotechnology
29782,1,4343800.0,ESP,Barcelona,3,2006-01-01,1,2008-01-01,2010-05-01,5,Search
29783,1,52705658.0,USA,Philadelphia,2,2010-01-01,1,2013-01-03,2014-02-12,5,Biotechnology
29784,1,16236400.0,CHN,Hangzhou,2,2006-01-01,1,2011-09-01,2013-12-01,5,Biotechnology
29785,1,19615.0,FIN,Turku,2,2012-01-01,1,2013-02-26,2013-08-26,1,Health Care
29788,1,372860.0,USA,Charleston South Carolina,1,2007-01-01,1,2009-12-16,2009-12-16,2,Software
29790,1,7631514.0,USA,New York City,2,2006-01-01,1,2010-12-10,2011-12-02,5,0_other_cat
29793,1,30479384.0,USA,Nashville,7,2007-01-01,1,2009-09-18,2013-06-11,5,Health Care
29794,1,40000.0,USA,Philadelphia,1,2010-01-01,1,2010-09-10,2010-09-10,1,Unknown
29796,1,150000.0,USA,Boston,1,2013-01-01,1,2013-12-27,2013-12-27,2,Hardware  Software
29797,1,8100000.0,USA,SF Bay Area,2,2004-01-01,1,2008-09-10,2010-03-19,4,0_other_cat
29800,1,3474998.0,USA,Jacksonville,2,2006-01-01,1,2009-04-30,2012-07-17,4,Biotechnology
29802,1,37322729.0,GBR,London,2,2010-03-01,1,2012-06-18,2014-06-25,5,Finance
29803,1,40000.0,USA,Palm Beaches,1,2011-01-01,1,2013-06-03,2013-06-03,1,Curated Web
29805,1,585000.0,USA,Green Bay,1,2007-01-01,1,2011-04-12,2011-04-12,3,0_other_cat
29808,1,600000.0,USA,Dallas,1,2011-01-01,1,2011-10-20,2011-10-20,3,Health and Wellness
29815,1,19615.0,IRL,IRL  Other,1,2011-01-01,1,2013-02-26,2013-02-26,1,Health and Wellness
29816,1,120000.0,USA,Washington DC,1,2010-01-01,1,2011-06-01,2011-06-01,2,Health and Wellness
29818,1,750000.0,USA,Detroit,1,2010-11-15,4,2011-10-24,2011-10-24,3,Software
29819,1,607260.0,USA,SF Bay Area,2,2007-09-15,3,2009-05-29,2009-06-15,3,Software
29823,1,1762000.0,USA,Austin,2,2009-01-01,1,2013-07-23,2014-05-13,4,Cloud Computing
29824,1,38900000.0,USA,Austin,4,2003-01-01,1,2005-09-06,2014-06-03,5,Clean Technology
